did1,did2,dataset_name1,dataset_name2,num_instances,num_attributes,dimensionality,num_numeric_attr,pct_numeric_attr,num_nominal_attr,pct_nominal_attr,avg_nominal_values,sd_nominal_values,min_nominal_values,max_nominal_values,avg_numeric_mean,sd_numeric_mean,min_numeric_mean,max_numeric_mean,missing_attr_cnt,missing_attr_pct,missing_instances_max_cnt,missing_instances_max_pct,missing_instances_min_cnt,missing_instances_min_pct,missing_instances_mean,missing_instances_mean_pct,datesets_subject_main_match,datesets_duplicates_match
508,40477,nflpass,thyroid-allrep,0.990714,0.740741,0.964184,0,0.740741,0.952381,0.816327,0.917582,1,0.923077,0.807692,0.991525,0.995021,0.987952,0.995874,0,0,0,0,0,0,0,0,0,0
508,40478,nflpass,thyroid-dis,0.990714,0.740741,0.964184,0,0.740741,0.952381,0.816327,0.917582,1,0.923077,0.807692,0.991525,0.995021,0.987952,0.995874,0,0,0,0,0,0,0,0,0,0
508,921,nflpass,analcatdata_seropositive,0.80303,0.428571,0.887446,0.666667,0.416667,0.5,0.714286,0.903846,1,0.923077,0.884615,0.990284,0.996841,0.722892,0.996878,0,0,0,0,0,0,0,0,0,0
508,526,nflpass,analcatdata_seropositive,0.80303,0.428571,0.887446,0.5,0.125,0,0.428571,0.884615,0,0.884615,0.884615,0.986379,0.99593,0.722892,0.995614,0,0,0,0,0,0,0,0,0,0
508,1484,nflpass,lsvt,0.793651,0.977492,0.890923,0.980645,0.140092,0,0.977492,0.923077,0,0.923077,0.923077,1,0.999971,1,0.998554,0,0,0,0,0,0,0,0,0,0
508,1473,nflpass,fertility,0.74,0.3,0.628571,0.333333,0.047619,0,0.3,0.923077,0,0.923077,0.923077,0.999919,0.999949,1,0.999963,0,0,0,0,0,0,0,0,0,0
508,1480,nflpass,ilpd,0.955403,0.363636,0.929919,0.333333,0.0454545,0.5,0.214286,0.923077,0,0.923077,0.923077,0.989083,0.99068,0.987952,0.989183,0,0,0,0,0,0,0,0,0,0
508,524,nflpass,pbc,0.937799,0.65,0.822283,0.571429,0.183333,0.833333,0.52381,0.916667,1,0.923077,0.884615,0.693357,0.511555,0.987952,0.311092,1,1,1,1,1,1,1,1,0,0
508,1023,nflpass,soybean,0.961933,0.805556,0.804225,1,1,0.972222,0.857143,0.892094,1,0.923077,0.730769,1,1,1,1,1,1,1,1,1,1,1,1,0,0
508,516,nflpass,pbcseq,0.986632,0.631579,0.963717,0.538462,0.201754,0.833333,0.547619,0.84913,1,0.923077,0.974609,0.6766,0.508165,1,0.331202,1,1,1,1,1,1,1,1,0,0
508,40497,nflpass,thyroid-ann,0.993107,0.681818,0.978337,0.714286,0.102041,0,0.681818,0.884615,0,0.884615,0.884615,0.999991,0.999978,1,0.999963,0,0,0,0,0,0,0,0,0,0
508,4546,nflpass,Plants,0.999421,0.5625,0.998678,1,1,0.9375,0.857143,0.988379,1,0.54386,0.999254,1,1,1,1,0,0,0,0,0,0,0,0,0,0
508,1491,nflpass,one-hundred-plants-margin,0.98375,0.892308,0.849107,0.90625,0.129464,0,0.892308,0.74,0,0.74,0.74,1,1,1,1,0,0,0,0,0,0,0,0,0,0
508,1492,nflpass,one-hundred-plants-shape,0.98375,0.892308,0.849107,0.90625,0.129464,0,0.892308,0.74,0,0.74,0.74,1,1,1,1,0,0,0,0,0,0,0,0,0,0
508,1493,nflpass,one-hundred-plants-texture,0.98374,0.892308,0.849013,0.90625,0.129464,0,0.892308,0.74,0,0.74,0.74,1,1,1,1,0,0,0,0,0,0,0,0,0,0
508,23516,nflpass,debutanizer,0.989139,0.125,0.987588,0.25,0.142857,1,1,1,0,1,1,0.999887,0.99995,1,0.999963,0,0,0,0,0,0,0,0,0,0
508,1482,nflpass,leaf,0.923529,0.5625,0.82521,0.6,0.0857143,0,0.5625,0.133333,0,0.133333,0.133333,0.999818,0.999849,1,0.999777,0,0,0,0,0,0,0,0,0,0
508,565,nflpass,water-treatment,0.950664,0.820513,0.725129,0.727273,0.34188,0.941176,0.672269,0.899018,1,0.395349,0.950664,0.991637,0.996225,1,0.99632,1,1,1,1,1,1,1,1,0,0
508,4553,nflpass,TurkiyeStudentEvaluation,0.995533,0.787879,0.97894,0.818182,0.142857,1,1,1,0,1,1,0.999455,0.999915,0.987952,0.99974,0,0,0,0,0,0,0,0,0,0
508,1058,nflpass,humans_numeric,0.653333,0.533333,0.257143,0.6,0.142857,1,1,1,0,1,1,0.999395,0.999731,0.987952,0.999591,0,0,0,0,0,0,0,0,0,0
508,955,nflpass,tae,0.827815,0.142857,0.852412,0.5,0.416667,0.666667,0.714286,0.923077,0,0.923077,0.923077,0.996973,0.999132,0.903614,0.998959,0,0,0,0,0,0,0,0,0,0
508,1115,nflpass,teachingAssistant,0.827815,0,0.827815,0.666667,0.666667,0.8,0.8,0.553846,1,0.923077,0,0.990556,0.997515,0.662651,0.997175,0,0,0,0,0,0,0,0,0,0
508,1563,nflpass,dbworld-subjects-stemmed,0.59375,0.969565,0.925084,1,1,0.995652,0.857143,0.923077,0,0.923077,0.923077,1,1,1,1,0,0,0,0,0,0,0,0,0,0
508,1564,nflpass,dbworld-subjects,0.59375,0.971193,0.929092,1,1,0.995885,0.857143,0.923077,0,0.923077,0.923077,1,1,1,1,0,0,0,0,0,0,0,0,0,0
508,1112,nflpass,KDDCup09_churn,0.99948,0.969697,0.98284,0.96875,0.0303031,0.974359,0.153846,0.985819,1,0.961538,0.998313,0.970281,0.986395,1,0.995648,1,1,1,1,1,1,1,1,0,0
508,531,nflpass,boston,0.948617,0.5,0.897233,0.5,0,0.5,0,0.788462,1,0.923077,0.653846,0.986001,0.985704,0.987952,0.984834,0,0,0,0,0,0,0,0,0,0
508,4535,nflpass,Census-Income,0.999913,0.833333,0.999479,0.538462,0.638889,0.965517,0.793103,0.472149,1,0.923077,0.490196,0.96309,0.952535,1,0.935321,0,0,0,0,0,0,0,0,0,0
508,4545,nflpass,OnlineNewsPopularity,0.999344,0.885246,0.994285,0.9,0.128571,0,0.885246,0.999344,0,0.999344,0.999344,0.688827,0.904607,1,0.964241,0,0,0,0,0,0,0,0,0,0
508,841,nflpass,stock,0.972632,0.3,0.960902,0.333333,0.047619,0,0.3,0.923077,0,0.923077,0.923077,0.992554,0.998295,0.771084,0.997361,0,0,0,0,0,0,0,0,0,0
508,1200,nflpass,BNG(stock),0.99956,0.3,0.999371,0.4,0.142857,1,1,1,0,1,1,0.992445,0.998372,0.771084,0.997361,0,0,0,0,0,0,0,0,0,0
508,770,nflpass,strikes,0.9584,0,0.9584,0,0,0,0,0.923077,0,0.923077,0.923077,0.929443,0.92604,0.951807,0.926846,0,0,0,0,0,0,0,0,0,0
508,549,nflpass,strikes,0.9584,0,0.9584,0.142857,0.142857,1,1,1,0,1,1,0.939522,0.930094,1,0.926846,0,0,0,0,0,0,0,0,0,0
508,969,nflpass,iris,0.826667,0.285714,0.87619,0.333333,0.0666667,0,0.285714,0.923077,0,0.923077,0.923077,0.999364,0.999813,0.987952,0.999777,0,0,0,0,0,0,0,0,0,0
26,967,nursery,cars,0.968673,0,0.968673,1,1,0.666667,0.666667,0.966562,0.993428,0,0.983974,1,1,1,1,1,1,1,1,1,1,1,1,0,0
26,991,nursery,car,0.866667,0.222222,0.828571,0,0,0.222222,0,0.0758928,0.267792,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,455,nursery,cars,0.968673,0,0.968673,1,1,0.666667,0.666667,0.966667,0.993417,0.333333,0.983974,1,1,1,1,1,1,1,1,1,1,1,1,0,0
26,1092,nursery,Crash,0.97284,0.357143,0.98254,1,1,0.333333,0.571429,0.942498,0.986443,0,0.971264,1,1,1,1,1,1,1,1,1,1,1,1,0,0
26,52,nursery,trains,0.999228,0.727273,0.99979,0,0,0.727273,0,0.326705,0.301994,0.5,0.375,0,0,0,0,1,1,1,1,1,1,1,1,0,0
26,569,nursery,auto93,0.992824,0.608696,0.997192,1,1,0.333333,0.73913,0.546099,0.908508,0,0.83871,1,1,1,1,1,1,1,1,1,1,1,1,0,0
26,547,nursery,no2,0.96142,0.111111,0.956597,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,202,nursery,autoHorse,0.984182,0.653846,0.994525,1,1,0.111111,0.692308,0.442266,0.848368,0,0.772727,1,1,1,1,1,1,1,1,1,1,1,1,0,0
26,207,nursery,autoPrice,0.987731,0.4375,0.993099,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,31,nursery,credit-g,0.92284,0.571429,0.966931,1,1,0.357143,0.333333,0.111111,0.513323,0,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,195,nursery,auto_price,0.987731,0.4375,0.993099,1,1,0.888889,0.9375,0.407407,1,0.666667,0.166667,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,126,nursery,"BNG(credit-g,nominal,1000000)",0.98704,0.571429,0.96976,0,0,0.571429,0,0.0548523,0.490168,0,0.545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,260,nursery,BNG(credit-g),0.98704,0.571429,0.96976,1,1,0.357143,0.333333,0.141762,0.565393,0,0.545455,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,522,nursery,pm10,0.96142,0.111111,0.956597,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,1235,nursery,Agrawal1,0.98704,0.1,0.9856,1,1,0.555556,0.6,0.604938,0.859833,0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,54,nursery,vehicle,0.934722,0.526316,0.969079,1,1,0.888889,0.947368,0.111111,1,0.5,0.2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,1242,nursery,vehicleNorm,0.868464,0.910891,0.322552,1,1,0.888889,0.990099,0.4375,1,0,0.6,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,1169,nursery,airlines,0.975973,0.111111,0.978642,1,1,0.444444,0.375,0.970999,0.993135,0,0.982935,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,512,nursery,balloon,0.845602,0.666667,0.536806,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,5587,nursery,COMET_MC,0.998299,0.333333,0.998867,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,5648,nursery,COMET_MC,0.998299,0.333333,0.998867,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,5889,nursery,COMET_MC,0.998299,0.333333,0.998867,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,1076,nursery,nasa_numeric,0.992824,0.625,0.997309,1,1,0.55,0.166667,0.218559,0.6145,0,0.642857,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,1068,nursery,pc1,0.914429,0.590909,0.964994,1,1,0.888889,0.954545,0.4375,1,0,0.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,1240,nursery,AirlinesCodrnaAdult,0.987964,0.7,0.959881,1,1,0.470588,0.433333,0.917426,0.989577,0,0.982935,1,1,0,1,1,1,1,1,1,1,1,1,0,0
26,1100,nursery,PopularKids,0.963117,0.181818,0.969823,1,1,0.444444,0.545455,0.0643275,0.6377,0,0.444444,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,495,nursery,baseball-pitcher,0.984105,0.526316,0.992471,1,1,0.444444,0.736842,0.931094,0.987718,0,0.975728,1,1,1,1,1,1,1,1,1,1,1,1,0,0
26,515,nursery,baseball-team,0.997994,0,0.997994,1,1,0.555556,0.555556,0.593651,0.894246,0,0.791667,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,525,nursery,baseball-hitter,0.975154,0.625,0.990683,1,1,0.222222,0.708333,0.937933,0.991196,0,0.984472,1,1,1,1,1,1,1,1,1,1,1,1,0,0
26,509,nursery,places,0.974614,0.1,0.977153,1,1,0.888889,0.9,0.989193,1,0.993921,0.984802,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,560,nursery,bodyfat,0.980556,0.4,0.988333,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,508,nursery,nflpass,0.997994,0.222222,0.997421,1,1,0.888889,0.857143,0.863248,1,0.923077,0.807692,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,40536,nursery,SpeedDating,0.353549,0.926829,0.952699,1,1,0.859375,0.479675,0.490927,0.9699,0,0.980695,1,1,0,1,1,1,1,1,1,1,1,1,0,0
26,4540,nursery,ParkinsonSpeechDatasetwithMultipleTypesofSoundRecordings,0.91983,0.689655,0.97512,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,959,nursery,nursery,0,0,0,0,0,0,0,0.09375,0.0413974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
26,73,nursery,"BNG(labor, nominal, 1000000)",0.98704,0.470588,0.97552,0,0,0.470588,0,0.222426,0.556208,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,246,nursery,BNG(labor),0.98704,0.470588,0.97552,1,1,0,0.470588,0.28125,0.480125,0,0.4,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,528,nursery,humandevel,0.989969,0.555556,0.977431,1,1,0.888889,0.75,0.97265,1,0.984615,0.961538,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,1488,nursery,parkinsons,0.984954,0.608696,0.994112,1,1,0.888889,0.956522,0.4375,1,0,0.6,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,37,nursery,diabetes,0.940741,0,0.940741,1,1,0.888889,0.888889,0.4375,1,0,0.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,446,nursery,prnn_crabs,0.984568,0.111111,0.982639,1,1,0.777778,0.75,0.4375,1,0,0.6,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,457,nursery,prnn_cushings,0.997917,0.555556,0.995313,1,1,0.777778,0.5,0.770609,0.916886,0.5,0.814815,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,952,nursery,prnn_fglass,0.983488,0.1,0.985139,1,1,0.888889,0.9,0.407407,1,0.666667,0.166667,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,23380,nursery,cjs,0.784259,0.742857,0.944524,1,1,0.666667,0.914286,0.853881,0.958724,0.666667,0.912281,1,1,0,1,1,1,1,1,1,1,1,1,0,0
26,4541,nursery,Diabetes130US,0.872649,0.82,0.292494,1,1,0.756757,0.26,0.946566,0.995317,0.5,0.993671,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,1498,nursery,sa-heart,0.964352,0.1,0.967917,1,1,0.777778,0.8,0.4375,1,0,0.6,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,1556,nursery,acute-inflammations,0.990741,0.222222,0.988095,1,1,0.333333,0.142857,0.4375,1,0,0.6,1,0,1,1,0,0,0,0,0,0,0,0,0,0
26,4329,nursery,thoracic_surgery,0.963735,0.470588,0.980801,1,1,0.357143,0.176471,0.276786,0.290787,0,0.285714,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,1570,nursery,wilt,0.62662,0.333333,0.439931,1,1,0.888889,0.833333,0.4375,1,0,0.6,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,1455,nursery,acute-inflammations,0.990741,0.222222,0.988095,1,1,0.333333,0.142857,0.4375,1,0,0.6,1,0,1,1,0,0,0,0,0,0,0,0,0,0
26,1513,nursery,heart-switzerland,0.990509,0.307692,0.993429,1,1,0.888889,0.923077,0.288889,1,0.6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,4531,nursery,parkinsons-telemonitoring,0.546682,0.590909,0.814552,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,194,nursery,cleveland,0.97662,0.357143,0.98497,1,1,0.222222,0.5,0.236607,0.267792,0,0.2,1,1,1,1,1,1,1,1,1,1,1,1,0,0
26,1565,nursery,heart-h,0.977315,0.357143,0.985417,1,1,0.888889,0.928571,0.288889,1,0.6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,231,nursery,hungarian,0.977315,0.357143,0.985417,1,1,0.222222,0.5,0.236607,0.267792,0,0.2,1,1,0,1,1,1,1,1,1,1,1,1,0,0
26,49,nursery,heart-c,0.97662,0.357143,0.98497,1,1,0.111111,0.428571,0.261719,0.271856,0,0.2,1,1,1,1,1,1,1,1,1,1,1,1,0,0
26,51,nursery,heart-h,0.977315,0.357143,0.985417,1,1,0.111111,0.428571,0.261719,0.271856,0,0.2,1,1,0,1,1,1,1,1,1,1,1,1,0,0
26,204,nursery,cholesterol,0.97662,0.357143,0.98497,1,1,0.222222,0.5,0.236607,0.267792,0,0.2,1,1,1,1,1,1,1,1,1,1,1,1,0,0
26,553,nursery,kidney,0.994136,0.222222,0.99246,1,1,0.666667,0.571429,0.25,0.0136061,0,0.2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,200,nursery,pbc,0.967747,0.526316,0.984722,1,1,0.111111,0.578947,0.332031,0.271856,0,0.2,1,1,1,1,1,1,1,1,1,1,1,1,0,0
26,35,nursery,dermatology,0.971759,0.742857,0.992738,1,1,0.735294,0.0285714,0.104527,0.4626,0,0.166667,1,0,1,1,1,1,1,1,1,1,1,1,0,0
26,1512,nursery,heart-long-beach,0.984568,0.357143,0.990079,1,1,0.888889,0.928571,0.288889,1,0.6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,472,nursery,lupus,0.993287,0.555556,0.984896,1,1,0.888889,0.75,0.4375,1,0,0.6,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,481,nursery,biomed,0.983873,0,0.983873,1,1,0.777778,0.777778,0.209877,0.617674,0,0.285714,1,1,1,1,1,1,1,1,1,1,1,1,0,0
26,1506,nursery,thoracic-surgery,0.963735,0.470588,0.980801,1,1,0.357143,0.176471,0.276786,0.290787,0,0.285714,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,40475,nursery,thyroid-allhyper,0.783951,0.666667,0.927984,1,1,0.571429,0.222222,0.397321,0.331589,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,40476,nursery,thyroid-allhypo,0.783951,0.666667,0.927984,1,1,0.571429,0.222222,0.397321,0.331589,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,40477,nursery,thyroid-allrep,0.783951,0.666667,0.927984,1,1,0.571429,0.222222,0.397321,0.331589,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,40478,nursery,thyroid-dis,0.783951,0.666667,0.927984,1,1,0.571429,0.222222,0.397321,0.331589,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,921,nursery,analcatdata_seropositive,0.989815,0.555556,0.977083,1,1,0.777778,0.5,0.296875,0.476886,0,0.4,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,526,nursery,analcatdata_seropositive,0.989815,0.555556,0.977083,1,1,0.888889,0.75,0.15625,1,0.333333,0.4,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,1484,nursery,lsvt,0.990278,0.971061,0.999719,1,1,0.888889,0.996785,0.4375,1,0,0.6,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,1473,nursery,fertility,0.992284,0.1,0.993056,1,1,0.888889,0.9,0.4375,1,0,0.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,53,nursery,heart-statlog,0.979167,0.357143,0.986607,1,1,0.888889,0.928571,0.4375,1,0,0.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,1480,nursery,ilpd,0.955015,0.181818,0.963194,1,1,0.777778,0.818182,0.4375,1,0,0.6,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,524,nursery,pbc,0.967747,0.55,0.985486,1,1,0.333333,0.7,0.390625,0.610094,0,0.4,1,1,1,1,1,1,1,1,1,1,1,1,0,0
26,338,nursery,grub-damage,0.98804,0,0.98804,1,1,0.222222,0.222222,0.502222,0.836374,0.333333,0.761905,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,42,nursery,soybean,0.947299,0.75,0.986825,0,0,0.75,0,0.078125,0.663943,0,0.736842,0,0,0,0,1,1,1,1,1,1,1,1,0,0
26,1023,nursery,soybean,0.947299,0.75,0.986825,0,0,0.75,0,0.210938,0.0652268,0,0.285714,0,0,0,0,1,1,1,1,1,1,1,1,0,0
26,38,nursery,sick,0.708951,0.7,0.912685,1,1,0.608696,0.233333,0.413043,0.316162,0.5,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0
26,516,nursery,pbcseq,0.849923,0.526316,0.928911,1,1,0.333333,0.684211,0.979368,0.997491,0,0.995117,1,1,0,1,1,1,1,1,1,1,1,1,0,0
26,40497,nursery,thyroid-ann,0.708951,0.590909,0.880934,1,1,0.888889,0.954545,0.15625,1,0.333333,0.4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,213,nursery,pharynx,0.984954,0.25,0.988715,1,1,0.1,0.166667,0.834625,0.982359,0,0.972826,1,1,1,1,1,1,1,1,1,1,1,1,0,0
26,191,nursery,wisconsin,0.985031,0.727273,0.995917,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,57,nursery,hypothyroid,0.708951,0.7,0.912685,1,1,0.608696,0.233333,0.388587,0.204281,0.5,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0
26,134,nursery,BNG(soybean),0.98704,0.75,0.94816,0,0,0.75,0,0.0703125,0.665329,0,0.736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4546,nursery,Plants,0.711616,0.4375,0.487316,0,0,0.4375,0,0.998411,0.999886,0.964912,0.999856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1491,nursery,one-hundred-plants-margin,0.876543,0.861538,0.982906,1,1,0.888889,0.984615,0.964444,1,0.98,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1492,nursery,one-hundred-plants-shape,0.876543,0.861538,0.982906,1,1,0.888889,0.984615,0.964444,1,0.98,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1493,nursery,one-hundred-plants-texture,0.87662,0.861538,0.982917,1,1,0.888889,0.984615,0.964444,1,0.98,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,61,nursery,iris,0.988426,0.444444,0.979167,1,1,0.888889,0.8,0.15625,1,0.333333,0.4,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,23516,nursery,debutanizer,0.815278,0.111111,0.792188,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,1482,nursery,leaf,0.973765,0.4375,0.985243,1,1,0.888889,0.9375,0.881481,1,0.933333,0.833333,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,565,nursery,water-treatment,0.959336,0.769231,0.990616,1,1,0.470588,0.564103,0.98619,0.993807,0.953488,0.990512,1,1,0,1,1,1,1,1,1,1,1,1,0,0
26,486,nursery,papir_1,0.997685,0.590909,0.999053,1,1,0,0.590909,0.25,0.506803,0,0.4,1,1,1,1,1,1,1,1,1,1,1,1,0,0
26,487,nursery,papir_2,0.997685,0.780488,0.999492,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,342,nursery,squash-unstored,0.995988,0.625,0.998495,1,1,0.555556,0.833333,0.569024,0.88023,0.333333,0.772727,1,1,1,1,1,1,1,1,1,1,1,1,0,0
26,188,nursery,eucalyptus,0.94321,0.55,0.974444,1,1,0.333333,0.7,0.739837,0.8633,0.6,0.814815,1,1,1,1,1,1,1,1,1,1,1,1,0,0
26,340,nursery,squash-stored,0.995988,0.64,0.998556,1,1,0.555556,0.84,0.569024,0.88023,0.333333,0.772727,1,1,1,1,1,1,1,1,1,1,1,1,0,0
26,4553,nursery,TurkiyeStudentEvaluation,0.550926,0.727273,0.877525,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,48,nursery,tae,0.988349,0.333333,0.982523,1,1,0.666667,0.5,0.34375,0.506803,0,0.4,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,1058,nursery,humans_numeric,0.994213,0.4,0.996528,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,955,nursery,tae,0.988349,0.333333,0.982523,1,1,0.666667,0.5,0.4375,1,0,0.6,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,199,nursery,fruitfly,0.990355,0.444444,0.982639,1,1,0.777778,0.6,0.15625,1,0.333333,0.4,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,1115,nursery,teachingAssistant,0.988349,0.222222,0.98502,1,1,0.444444,0.285714,0.693487,0.915858,0,0.807692,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,373,nursery,UNIX_user_data,0.297839,0.666667,0.525275,1,1,0.888889,0.666667,0.604938,1,0.777778,0.444444,1,0,1,1,0,0,0,0,0,0,0,0,0,0
26,1563,nursery,dbworld-subjects-stemmed,0.995062,0.96087,0.999807,0,0,0.96087,0,0.4375,1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1564,nursery,dbworld-subjects,0.995062,0.962963,0.999817,0,0,0.962963,0,0.4375,1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1112,nursery,KDDCup09_churn,0.7408,0.961039,0.849687,1,1,0.769231,0.831169,0.998061,0.999767,0.5,0.999676,1,1,1,1,1,1,1,1,1,1,1,1,0,0
26,531,nursery,boston,0.960957,0.357143,0.974901,1,1,0.777778,0.857143,0.353535,0.72691,0,0.444444,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,4535,nursery,Census-Income,0.956697,0.785714,0.797918,1,1,0.689655,0.309524,0.740927,0.934106,0,0.901961,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,298,nursery,coil2000,0.24213,0.895349,0.920688,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,4545,nursery,OnlineNewsPopularity,0.673091,0.852459,0.548679,1,1,0.888889,0.983607,0.99991,1,0.99995,0.999874,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,223,nursery,stock,0.926698,0.1,0.934028,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,841,nursery,stock,0.926698,0.1,0.934028,1,1,0.888889,0.9,0.4375,1,0,0.6,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,1200,nursery,BNG(stock),0.780521,0.1,0.756135,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,339,nursery,pasture,0.997222,0.608696,0.998913,1,1,0.777778,0.913043,0.015625,0.476886,0.333333,0.2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,770,nursery,strikes,0.951775,0.222222,0.937996,1,1,0.888889,0.857143,0.4375,1,0,0.6,1,1,1,1,0,0,0,0,0,0,0,0,0,0
26,549,nursery,strikes,0.951775,0.222222,0.937996,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,50,nursery,tic-tac-toe,0.92608,0.1,0.933472,0,0,0.1,0,0.184375,0.686131,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,137,nursery,BNG(tic-tac-toe),0.670782,0.1,0.634202,0,0,0.1,0,0.184375,0.686131,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,214,nursery,baskball,0.992593,0.444444,0.986667,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26,969,nursery,iris,0.988426,0.444444,0.979167,1,1,0.888889,0.8,0.4375,1,0,0.6,1,1,1,1,0,0,0,0,0,0,0,0,0,0
